code,school,previous_prom,education_form,specialization,romanian_level,native_subject,extra_language,extra_language_grades,mandatory_subject,chosen_subject,tic,avg,passed,native_level,county,year,full_school_name,city,medium,school_code,name_hu,city_ro,city_hu,county_ro,county_hu,school_type,mandatory_grade_initial,mandatory_grade_final,mandatory_grade_contestation,chosen_grade_initial,chosen_grade_final,chosen_grade_contestation,romanian_grade_initial,romanian_grade_final,romanian_grade_contestation,native_grade_initial,native_grade_final,native_grade_contestation,nationality,specialization_type
MS1331656,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.799999999999999,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,10.0,10.0,0,9.4,9.4,0,0.0,0.0,0,Romana,Real
MS1332038,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.799999999999999,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,10.0,10.0,0,9.4,9.4,0,0.0,0.0,0,Romana,Real
MS1332328,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.75,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.65,9.65,0,10.0,10.0,0,9.6,9.6,0,0.0,0.0,0,Romana,Real
MS1329600,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Informatica C/C++,Experimentat,9.716666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.9,9.9,0,9.65,9.65,0,9.6,9.6,0,0.0,0.0,0,Romana,Real
MS1333744,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.700000000000001,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,10.0,10.0,0,9.1,9.1,0,0.0,0.0,0,Romana,Uman
MS1332010,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.683333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,10.0,10.0,0,9.05,9.05,0,0.0,0.0,0,Romana,Real
MS1334385,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,,Istorie,"Logica, Argumentare Si Comunicare",Neprezentat,9.683333333333332,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,9.4,9.4,0,9.65,9.65,0,0.0,0.0,0,Romana,Uman
MS1333671,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Germana Moderna,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.65,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.55,9.55,0,10.0,10.0,0,9.4,9.4,0,0.0,0.0,0,Romana,Real
MS1331629,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.616666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.8,9.8,0,9.75,9.75,0,9.3,9.3,0,0.0,0.0,0,Romana,Real
MS1334331,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.566666666666668,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,9.8,9.8,0,8.9,8.9,0,0.0,0.0,0,Romana,Uman
MS1329811,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Fizica,Experimentat,9.533333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.4,9.4,0,10.0,10.0,0,9.2,9.2,0,0.0,0.0,0,Romana,Real
MS1329856,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Fizica,Experimentat,9.533333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.7,9.7,0,9.85,9.85,0,9.05,9.05,0,0.0,0.0,0,Romana,Real
MS1333939,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,Geografie,Experimentat,9.516666666666666,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.7,9.7,0,9.7,9.7,0,9.15,9.15,0,0.0,0.0,0,Romana,Uman
MS1329275,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,Informatica C/C++,Neprezentat,9.483333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.9,9.9,0,9.7,9.7,0,8.85,8.85,0,0.0,0.0,0,Romana,Real
MS1334005,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.433333333333332,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.6,9.6,0,9.7,9.7,0,9.0,9.0,0,0.0,0.0,0,Romana,Uman
MS1329646,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.4,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.4,9.4,0,9.5,9.5,0,9.3,9.3,0,0.0,0.0,0,Romana,Real
MS1331284,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.4,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.5,9.5,0,10.0,10.0,0,8.7,8.7,0,0.0,0.0,0,Romana,Real
MS1331866,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.4,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.55,9.55,0,10.0,10.0,0,8.65,8.65,0,0.0,0.0,0,Romana,Real
MS1331893,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.399999999999999,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.35,9.35,0,9.7,9.7,0,9.15,9.15,0,0.0,0.0,0,Romana,Real
MS1333626,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Germana Moderna,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.383333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.85,9.85,0,9.4,9.4,0,8.9,8.9,0,0.0,0.0,0,Romana,Real
MS1331238,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,Informatica C/C++,Experimentat,9.333333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.8,9.8,0,9.35,9.35,0,8.85,8.85,0,0.0,0.0,0,Romana,Real
MS1331805,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.316666666666668,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.3,9.3,0,10.0,10.0,0,8.65,8.65,0,0.0,0.0,0,Romana,Real
MS1333656,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Franceza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.316666666666668,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.55,9.55,0,9.4,9.4,0,9.0,9.0,0,0.0,0.0,0,Romana,Real
MS1333636,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Germana Moderna,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.3,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.8,9.8,0,9.4,9.4,0,8.7,8.7,0,0.0,0.0,0,Romana,Real
MS1331532,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Informatica C/C++,Experimentat,9.283333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.6,9.6,0,9.8,9.8,0,8.45,8.45,0,0.0,0.0,0,Romana,Real
MS1332200,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.283333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.3,9.3,0,9.6,9.6,0,8.95,8.95,0,0.0,0.0,0,Romana,Real
MS1334082,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,Geografie,Experimentat,9.283333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.8,9.8,0,9.3,9.3,0,8.75,8.75,0,0.0,0.0,0,Romana,Uman
MS1334684,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.283333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,9.05,9.05,0,8.8,8.8,0,0.0,0.0,0,Romana,Uman
MS1331602,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.266666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.4,9.4,0,9.8,9.8,0,8.6,8.6,0,0.0,0.0,0,Romana,Real
MS1332212,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.266666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.3,9.3,0,9.65,9.65,0,8.85,8.85,0,0.0,0.0,0,Romana,Real
MS1329683,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,Informatica C/C++,Experimentat,9.233333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.9,9.9,0,9.45,9.45,0,8.35,8.35,0,0.0,0.0,0,Romana,Real
MS1332567,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Mediu,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.216666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.45,9.45,0,9.25,9.25,0,8.95,8.95,0,0.0,0.0,0,Romana,Real
MS1333822,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.200000000000001,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.35,9.35,0,9.6,9.6,0,8.65,8.65,0,0.0,0.0,0,Romana,Uman
MS1333832,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.2,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.0,9.0,0,9.65,9.65,0,8.95,8.95,0,0.0,0.0,0,Romana,Uman
MS1329762,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Fizica,Experimentat,9.183333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.6,9.6,0,9.15,9.15,0,8.8,8.8,0,0.0,0.0,0,Romana,Real
MS1331701,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.183333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,8.55,8.55,0,9.8,9.8,0,9.2,9.2,0,0.0,0.0,0,Romana,Real
MS1332180,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.183333333333332,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,7.95,7.95,0,10.0,10.0,0,9.6,9.6,0,0.0,0.0,0,Romana,Real
MS1332589,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Franceza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.183333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.6,9.6,0,9.9,9.9,0,8.05,8.05,0,0.0,0.0,0,Romana,Real
MS1334214,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.183333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.05,9.05,0,9.45,9.45,0,9.05,9.05,0,0.0,0.0,0,Romana,Uman
MS1333870,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.166666666666666,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.95,9.95,0,9.4,9.4,0,8.15,8.15,0,0.0,0.0,0,Romana,Uman
MS1334675,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.166666666666666,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,9.8,9.8,0,7.7,7.7,0,0.0,0.0,0,Romana,Uman
MS1334252,Unirea Tirgu Mures,False,Zi,Filologie,Avansat,,Engleza,B2-B2-B2-B2-B2,Istorie,Sociologie,Avansat,9.15,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,8.85,8.85,0,8.6,8.6,0,0.0,0.0,0,Romana,Uman
MS1331221,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Fizica,Experimentat,9.133333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.6,9.6,0,9.15,9.15,0,8.65,8.65,0,0.0,0.0,0,Romana,Real
MS1331353,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,Informatica C/C++,Experimentat,9.133333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.25,9.25,0,9.7,9.7,0,8.45,8.45,0,0.0,0.0,0,Romana,Real
MS1334053,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.133333333333335,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,9.6,9.6,0,7.8,7.8,0,0.0,0.0,0,Romana,Uman
MS1334511,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,Psihologie,Experimentat,9.133333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.7,9.7,0,9.1,9.1,0,8.6,8.6,0,0.0,0.0,0,Romana,Uman
MS1329390,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,,Matematica,Informatica C/C++,Experimentat,9.116666666666665,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.75,9.75,0,9.65,9.65,0,7.95,7.95,0,0.0,0.0,0,Romana,Real
MS1333751,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Avansat,,Engleza,,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.116666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.5,9.5,0,9.05,9.05,0,8.8,8.8,0,0.0,0.0,0,Romana,Uman
MS1333995,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.116666666666667,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.7,9.7,0,8.75,8.75,0,8.9,8.9,0,0.0,0.0,0,Romana,Uman
MS1332346,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.083333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,8.9,8.9,0,9.6,9.6,0,8.75,8.75,0,0.0,0.0,0,Romana,Real
MS1334034,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.083333333333334,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.65,9.65,0,9.2,9.2,0,8.4,8.4,0,0.0,0.0,0,Romana,Uman
MS1333854,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.066666666666668,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.5,9.5,0,9.8,9.8,0,7.9,7.9,0,0.0,0.0,0,Romana,Uman
MS1332312,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,"Anatomie Si Fiziologie Umana, Genetica Si Ecologie Umana",Experimentat,9.05,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,8.55,8.55,0,9.9,9.9,0,8.7,8.7,0,0.0,0.0,0,Romana,Real
MS1333794,Unirea Tirgu Mures,False,Zi,Stiinte Sociale,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,"Logica, Argumentare Si Comunicare",Experimentat,9.049999999999999,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.35,9.35,0,9.35,9.35,0,8.45,8.45,0,0.0,0.0,0,Romana,Uman
MS1329223,Unirea Tirgu Mures,False,Zi,Matematica-Informatica,Experimentat,,Engleza,B2-B2-B2-B2-B2,Matematica,Informatica C/C++,Experimentat,9.033333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.5,9.5,0,8.85,8.85,0,8.75,8.75,0,0.0,0.0,0,Romana,Real
MS1332548,Unirea Tirgu Mures,False,Zi,Stiinte Ale Naturii,Experimentat,,Germana Moderna,B2-B2-B2-B2-B2,Matematica,Fizica,Experimentat,9.033333333333333,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,9.95,9.95,0,9.6,9.6,0,7.55,7.55,0,0.0,0.0,0,Romana,Real
MS1334556,Unirea Tirgu Mures,False,Zi,Filologie,Experimentat,,Engleza,B2-B2-B2-B2-B2,Istorie,Geografie,Experimentat,9.0,2,,MS,2023,"Colegiul National ""Unirea"" Tirgu Mures",Tirgu Mures,True,2661104366,Unirea Nemzeti Kollégium,Tirgu Mures,Marosvasarhely,Mures,Maros,Colegiul National,10.0,10.0,0,8.2,8.2,0,8.8,8.8,0,0.0,0.0,0,Romana,Uman
